id_lattes,name,major_area,area,descendants,fecundity,fertility,cousins,generations,relationships,genealogical_index
1363185903269723,a c leal,ciencias sociais aplicadas,direito,28,28,0,1072,1,28,0
2126584242026703,l f g soares,ciencias exatas e da terra,ciência da computação,436,69,12,0,4,441,7
4961505951749379,c m telles,linguistica letras e artes,lingüística,109,26,6,0,6,112,4
5936827713437975,n k gaspar,ciencias da saude,medicina,28,24,2,0,2,28,2
4004159087502076,f r x batista,engenharias,engenharia química,6,6,0,119,1,6,0
7665222268311289,g m f d aragao,engenharias,engenharia química,90,46,6,208,2,90,4
10500006,r velasquez,,,3,2,1,0,2,3,1
3129278157919079,i e p barancoski,linguistica letras e artes,artes,17,9,1,0,2,17,1
3117638927594311,l rey,ciencias da saude,medicina,110,18,5,0,3,111,4
10054925,a j fernandes,,,18,9,1,0,2,18,1
6111953763967066,c a d m patiu,ciencias biologicas,zoologia,17,16,1,408,2,17,1
8478129683261997,m a bezerra,linguistica letras e artes,lingüística,148,27,3,0,3,149,3
5660751110333885,m c jamur,ciencias biologicas,morfologia,56,26,4,24,2,57,4
326719214777541,j r d santana,ciencias sociais aplicadas,economia,20,20,0,0,1,20,0
2635830346518518,p r d s sottoriva,outros,defesa,3,3,0,456,1,3,0
4206330852837470,m h b paraiso,ciencias humanas,antropologia,28,28,0,0,1,28,0
4406833941341462,g q souki,ciencias sociais aplicadas,administração,53,35,1,30,2,53,1
1605542182332167,h b c molinari,ciencias biologicas,bioquímica,7,7,0,160,1,7,0
1419236134315852,e m a brisola,ciencias sociais aplicadas,serviço social,21,21,0,1186,1,21,0
4415326563786783,a j severino,ciencias humanas,educação,3404,114,31,0,5,3436,17
5271284339099183,a c d d silva,ciencias humanas,história,22,22,0,65,1,22,0
1092109335160026,e k d resende,ciencias agrarias,recursos pesqueiros e engenharia de pesca,120,14,3,0,4,121,3
10575690,x vidal,,,22,1,1,0,2,22,1
477617276709551,p c p fraga,ciencias humanas,sociologia,33,21,3,1395,3,33,1
4895501357659791,p e pardo,ciencias agrarias,medicina veterinária,19,13,1,116,2,20,1
10516961,s sur,,,1,1,0,0,1,1,0
9832834249593498,g a romito,ciencias da saude,odontologia,36,20,4,85,2,36,3
10204302,g woerheide,,,1,1,0,0,1,1,0
10187217,f n d sousa,,,3,3,0,0,1,3,0
9370663845558526,a s menelau,ciencias sociais aplicadas,economia,32,30,1,72,2,32,1
4780460716864148,v r vasconcelos,ciencias agrarias,zootecnia,10,10,0,302,1,10,0
141309529524292,a loss,ciencias agrarias,agronomia,12,12,0,75,1,12,0
9933650905615452,c s farinas,engenharias,engenharia química,21,20,1,25,2,21,1
5953072918296484,v j arantes,ciencias humanas,educação,59,27,2,1847,3,59,2
5724564590431920,j a rivera,ciencias exatas e da terra,física,8,8,0,0,1,8,0
8454310235115633,s d a c filho,ciencias humanas,história,35,25,1,58,2,35,1
946722048975388,m s d alencar,engenharias,engenharia elétrica,103,43,8,62,3,107,5
10519927,s volkweiss,,,1,1,0,0,1,1,0
4980474480271642,p c k nogueira,ciencias da saude,medicina,11,11,0,320,1,11,0
6985297513420089,s r s wilcken,ciencias agrarias,agronomia,14,14,0,25,1,14,0
8474451168032643,s g freitas,ciencias sociais aplicadas,comunicação,141,31,7,0,3,141,6
3236508348237798,f a lopez,ciencias da saude,medicina,183,51,6,101,3,184,5
2433181779546673,f n correa,engenharias,engenharia civil,20,20,0,791,1,20,0
5925686770459696,v c pozzetti,ciencias sociais aplicadas,direito,25,25,0,0,1,25,0
3936205532436748,r f l batista,ciencias da saude,enfermagem,13,13,0,752,1,13,0
4191563705081259,p i d n neto,ciencias agrarias,medicina veterinária,14,14,0,471,1,14,0
8363023458604271,m r v b roesler,ciencias sociais aplicadas,serviço social,15,15,0,2626,1,15,0
2687764478783021,l l a ramos,ciencias sociais aplicadas,arquitetura e urbanismo,3,3,0,0,1,3,0
251927939615742,l m s martino,ciencias sociais aplicadas,comunicação,30,30,0,836,1,30,0
6291864794986993,f a f d azevedo,ciencias humanas,ciência política,113,30,7,52,3,113,5
1616332835810182,n f d souza,ciencias agrarias,medicina veterinária,10,10,0,636,1,10,0
5835673385014578,k c d lima,ciencias da saude,saúde coletiva,107,62,8,133,3,107,5
7330807110343433,e d oliveira,ciencias agrarias,recursos florestais e engenharia florestal,7,7,0,33,1,7,0
3986461691816820,m d g d a felipe,ciencias biologicas,microbiologia,34,22,2,203,2,35,2
5787834301134358,v p v d oliveira,ciencias exatas e da terra,geociências,50,45,3,0,2,50,1
10203484,g r g kleinhenz,,,1,1,0,0,1,1,0
10099902,c hyden,,,2,2,0,0,1,2,0
9483328644450282,d m b fernandes,ciencias humanas,educação,179,68,4,0,3,179,4
3592010406169352,a a rocha,engenharias,engenharia sanitária,391,35,9,116,5,395,4
1057449093652010,c m gomez,ciencias da saude,saúde coletiva,565,57,20,0,4,570,11
411204239516499,j w v d mello,ciencias agrarias,agronomia,120,27,6,49,3,121,5
9723758439733361,r t ferreira,ciencias sociais aplicadas,economia,41,19,2,35,2,41,2
2719300158070968,h m d c m g d castro,ciencias humanas,história,124,39,8,0,3,127,6
719039661723103,m g s palmeira,ciencias humanas,antropologia,1279,39,21,0,5,1295,12
10085149,c e f f villarreal,,,1,1,0,0,1,1,0
806893389732831,l l streck,ciencias sociais aplicadas,direito,496,133,28,735,3,497,11
979603321222147,a nabarrete,engenharias,engenharia mecânica,18,18,0,138,1,18,0
2102470407726802,j j comin,ciencias agrarias,agronomia,31,31,0,146,1,31,0
8490316933535065,c m d c almeida,ciencias humanas,educação,122,28,5,134,3,122,4
10061228,a h nielsen,,,15,1,1,0,2,15,1
8540039840052671,j m r mendes,ciencias da saude,saúde coletiva,175,53,9,829,3,176,7
8206692092954415,c r g tavares,engenharias,engenharia química,181,57,12,377,3,183,7
1952418211004112,m m marino,ciencias humanas,psicologia,1,1,0,0,1,1,0
2285042685296081,j l d s b lima,ciencias agrarias,agronomia,17,17,0,0,1,17,0
5601650485786906,c h m malhado,ciencias agrarias,zootecnia,15,15,0,639,1,15,0
9247766157002480,r b ceccim,ciencias humanas,educação,56,35,4,1856,2,56,2
7924892712087772,i k f d m santos,ciencias biologicas,imunologia,18,18,0,180,1,18,0
2801748473197999,e gloeden,linguistica letras e artes,artes,19,19,0,302,1,19,0
9684755741188171,m l v violante,ciencias humanas,psicologia,57,40,2,906,2,57,2
5148785582758450,s h d o r piteri,linguistica letras e artes,letras,14,14,0,50,1,14,0
675154995601211,c a figueroa,engenharias,engenharia de materiais e metalúrgica,24,21,1,19,2,25,1
901539708259750,j w baader,ciencias exatas e da terra,química,56,27,3,0,3,58,3
1423635069817432,r l d santos,ciencias biologicas,microbiologia,13,3,1,367,2,13,1
3781815204303241,r j poppi,ciencias exatas e da terra,química,164,52,15,42,3,166,7
263456536361820,r o d a carreiro,linguistica letras e artes,artes,14,14,0,422,1,14,0
10053413,a d barbosa,,,1,1,0,0,1,1,0
6298775450874291,c m f soares,engenharias,engenharia química,43,36,1,327,2,44,1
9413052240755786,j m p d oliveira,ciencias exatas e da terra,ciência da computação,36,35,1,331,2,36,1
4065824911933203,h s s d araujo,ciencias biologicas,bioquímica,121,51,8,102,3,122,5
7476828784554377,p p t manus,ciencias sociais aplicadas,direito,560,159,21,39,3,566,11
4241695828626049,a l a e silva,ciencias da saude,enfermagem,14,14,0,360,1,14,0
2121884049105522,h r rechenberg,ciencias exatas e da terra,física,43,14,3,30,3,43,2
10282848,j l fonseca,,,2,2,0,0,1,2,0
7058867464306125,d a p reis,engenharias,engenharia de materiais e metalúrgica,19,19,0,534,1,19,0
9611146545395324,i l sauer,ciencias sociais aplicadas,economia,78,57,4,0,2,79,2
10204870,g graziani,,,1,1,0,0,1,1,0
586786960992214,e caetano,ciencias humanas,educação,19,19,0,620,1,19,0
8897943441824788,n struchiner,ciencias sociais aplicadas,direito,22,22,0,242,1,22,0
3859775879893716,m m futai,engenharias,engenharia civil,34,24,2,77,2,34,2
52389605559063,m i j tanus,ciencias humanas,educação,44,18,3,1880,3,44,2
7994024916430514,k o d s miranda,ciencias agrarias,engenharia agrícola,14,12,1,617,2,14,1
2857024048442237,c m g graebin,ciencias humanas,história,11,11,0,25,1,11,0
1745187242372454,m m braga,ciencias da saude,odontologia,12,8,2,476,2,12,1
8612340815622413,w e d silva,ciencias exatas e da terra,química,7,7,0,683,1,7,0
10146361,e calil,,,1,1,0,0,1,1,0
10555390,v rabius,,,1,1,0,0,1,1,0
9995118835810649,m farina,ciencias biologicas,farmacologia,37,24,4,565,3,37,1
9311555269988027,y r f nunes,ciencias biologicas,ecologia,20,20,0,844,1,20,0
604511258822899,s m kulczynski,ciencias agrarias,agronomia,7,7,0,61,1,7,0
2019284362088261,a a nery,ciencias da saude,enfermagem,20,20,0,612,1,20,0
3369854228702113,a f alfieri,ciencias agrarias,medicina veterinária,45,28,2,260,2,45,2
6948765434891428,l a passeri,ciencias da saude,odontologia,171,32,14,29,5,179,7
1763418523296456,i v l ferreira,engenharias,engenharia sanitária,3,3,0,719,1,3,0
10203127,g fogel,,,261,29,2,0,3,262,2
8320476763564207,c r s bolano,ciencias sociais aplicadas,economia,28,23,1,464,2,29,1
7473388019599779,t l colaco,ciencias sociais aplicadas,direito,128,20,4,447,4,128,2
3351678365014905,m d c s domite,ciencias humanas,educação,106,36,4,0,3,106,4
7144215949034937,r a l soares,engenharias,engenharia de materiais e metalúrgica,23,23,0,162,1,23,0
5168545718455899,j d nero,ciencias exatas e da terra,física,38,29,3,75,2,38,2
10047956,a tibana,,,10,1,1,0,2,10,1
7226228571158486,m r petraglia,engenharias,engenharia elétrica,61,43,4,0,2,61,3
3273490233134293,r a banaco,ciencias humanas,psicologia,49,49,0,0,1,49,0
9110409423559918,r pitelli,ciencias biologicas,ecologia,338,39,10,0,3,350,6
8208706217980581,j p neves,ciencias agrarias,medicina veterinária,92,35,3,264,3,93,3
4824495329127017,g g doronin,ciencias exatas e da terra,matemática,7,7,0,6,1,7,0
3089541052795097,m d r r salles,ciencias humanas,sociologia,63,39,2,0,2,63,2
9941464654933458,d v r junior,ciencias humanas,história,17,17,0,15,1,17,0
8297390751229684,j m r c barbirato,engenharias,engenharia de produção,11,11,0,551,1,11,0
1963796283455237,m j m alves,ciencias biologicas,parasitologia,69,20,5,165,3,69,3
10135475,d franco,,,1,1,0,0,1,1,0
1466202330245628,a l b mutim,ciencias humanas,educação,33,31,1,194,2,33,1
8175635608970623,m j d anjos,engenharias,engenharia nuclear,35,22,2,339,3,35,1
1206034457151489,r a d villa,ciencias humanas,ciência política,134,47,11,1061,3,134,5
4123700143485891,r c paraizo,ciencias sociais aplicadas,arquitetura e urbanismo,8,8,0,71,1,8,0
6531889931012965,r e filho,ciencias exatas e da terra,matemática,63,22,9,0,3,64,4
5581960064615402,s j assmann,ciencias humanas,filosofia,676,71,16,0,5,683,11
8422829138096051,f masarin,engenharias,engenharia química,5,5,0,22,1,5,0
7851019818083889,d k rees,linguistica letras e artes,lingüística,12,12,0,697,1,12,0
6474240798904132,u h schulz,ciencias biologicas,ecologia,17,17,0,0,1,17,0
5428174989056581,m v c nogueira,linguistica letras e artes,artes,20,20,0,608,1,20,0
7761998399108960,f s b ladeira,ciencias exatas e da terra,geociências,16,16,0,310,1,16,0
9330982575841503,l d s mendes,ciencias exatas e da terra,ciência da computação,83,46,3,19,2,84,3
7952357764139600,r bregman,ciencias da saude,medicina,59,14,4,93,3,59,3
3410067114297676,c v nakamura,ciencias biologicas,microbiologia,68,45,6,205,3,68,2
4640320476003795,b d o stein,ciencias exatas e da terra,ciência da computação,16,10,1,248,2,16,1
9828116606137239,a c d escosteguy,ciencias sociais aplicadas,comunicação,77,31,4,377,4,77,3
4817514858275379,d k d a silva,ciencias agrarias,zootecnia,7,7,0,525,1,7,0
4348383152890244,e b d s filho,ciencias sociais aplicadas,economia,2,2,0,221,1,2,0
105178485100219,m a ribeiro,ciencias humanas,psicologia,32,32,0,68,1,32,0
3593833602651976,m m pimentel,ciencias exatas e da terra,geociências,41,23,3,105,2,41,3
2439691565470388,p r ernani,ciencias agrarias,agronomia,37,31,1,41,2,37,1
9795645966787486,l a d p souza,ciencias da saude,fonoaudiologia,34,33,1,1300,2,34,1
4512517971941945,c muccioli,ciencias da saude,medicina,17,17,0,142,1,17,0
4921659299780500,e b d araujo,ciencias da saude,farmácia,21,21,0,0,1,21,0
9861339870761985,m m teixeira,ciencias biologicas,genética,70,43,4,0,3,70,3
3122691766255654,a m t ladeia,ciencias da saude,medicina,30,28,1,0,2,30,1
8520761645544087,m c m d carvalho,ciencias humanas,filosofia,60,18,3,0,3,60,3
2692541273950450,j l filho,ciencias exatas e da terra,ciência da computação,29,29,0,413,1,29,0
8548022934019416,f i d s ferreira,ciencias humanas,educação,51,42,1,0,2,51,1
2468028807671937,a m cardoso,ciencias sociais aplicadas,economia,100,51,8,434,2,100,3
4622233921947299,a c p bretas,linguistica letras e artes,letras,45,31,2,475,2,45,2
7153341554111379,w c mann,ciencias da saude,fisioterapia e terapia ocupacional,1,1,0,0,1,1,0
9073409107055774,a u fernandes,ciencias exatas e da terra,química,8,8,0,261,1,8,0
8312936087083170,r h piccoli,ciencias agrarias,ciência e tecnologia de alimentos,70,53,4,331,2,70,2
7111726507161580,m d s s d aragao,linguistica letras e artes,lingüística,408,70,15,242,4,409,8
10049070,a duprat,,,1,1,0,0,1,1,0
7084497798193051,f h chaudhry,engenharias,engenharia civil,1349,77,32,0,5,1375,15
3073406772943953,a d s caldas,ciencias humanas,geografia,26,26,0,71,1,26,0
896060959622431,c h scuracchio,engenharias,engenharia de materiais e metalúrgica,12,9,2,391,2,12,1
1314611892212586,l e gunther,ciencias sociais aplicadas,direito,18,18,0,891,1,18,0
1067410443144841,e c grisard,ciencias biologicas,parasitologia,47,24,4,25,2,50,4
3207715700779256,j e cares,ciencias agrarias,agronomia,19,19,0,0,1,19,0
339273884243637,k h l rosenfield,linguistica letras e artes,letras,189,60,8,0,3,189,7
2259791613980022,g m barroso,ciencias biologicas,botânica,703,69,29,0,4,724,11
1404677789393501,m o m simoes,ciencias biologicas,botânica,6,6,0,930,1,6,0
8911091115987549,a m junior,ciencias da saude,odontologia,10,10,0,247,1,10,0
9170893104155674,s a b v d melo,engenharias,engenharia química,25,23,1,806,2,26,1
3188665123953039,r d c d c gomes,ciencias humanas,geografia,53,32,4,748,2,53,2
7208995242634887,s m d oliveira,ciencias humanas,educação,102,43,4,0,3,102,2
2342739419247924,f kon,ciencias exatas e da terra,ciência da computação,56,38,2,59,2,56,2
3904612133410120,t i j d s riechi,ciencias humanas,psicologia,8,8,0,81,1,8,0
10535169,s bianchi,,,1,1,0,0,1,1,0
1040879768068134,m e marchetti,ciencias agrarias,agronomia,40,35,2,0,2,40,2
3058512809761818,m f g d sa,ciencias biologicas,bioquímica,363,95,11,21,4,367,6
4161307140465507,m r s d lima,ciencias humanas,ciência política,856,94,32,0,4,867,13
3426369324110716,i b m d cruz,ciencias biologicas,genética,235,69,10,278,3,237,5
9888931686117078,j l donzele,ciencias agrarias,zootecnia,268,43,12,0,4,272,6
10518128,s f villaca,,,1,1,0,0,1,1,0
3259216014182020,c a p d faria,ciencias humanas,ciência política,61,41,2,508,2,61,2
3893936996168895,e c wendland,engenharias,engenharia sanitária,70,47,4,0,2,70,3
10103290,c f santana,,,1,1,0,0,1,1,0
6447472108833153,w d s mata,ciencias biologicas,morfologia,2,2,0,457,1,2,0
9544258230755043,l a frazao,ciencias agrarias,agronomia,7,7,0,620,1,7,0
4351260629073000,r m n bezerra,ciencias da saude,nutrição,3,3,0,968,1,3,0
10014331,a monteiro,,,1,1,0,0,1,1,0
6959796173185352,g bittencourt,ciencias exatas e da terra,ciência da computação,200,26,6,30,5,201,5
10137910,d bouchard,,,1,1,0,0,1,1,0
48105741598417,a c b bezerra,ciencias da saude,odontologia,40,36,1,0,2,41,1
8602899861883239,p b junior,ciencias biologicas,biofísica,4,3,1,402,2,4,1
8488119295144631,a c valente,linguistica letras e artes,letras,80,52,4,637,2,80,3
602507472745269,i a g d s britto,ciencias humanas,psicologia,40,40,0,159,1,40,0
4702941668727146,e m r d castro,ciencias humanas,sociologia,288,63,17,0,3,288,8
5749997130092050,f h v d s leite,ciencias da saude,odontologia,3,3,0,466,1,3,0
8796668741094021,c a steil,ciencias humanas,antropologia,280,49,8,484,4,280,5
4643717680536039,m l l e s pires,ciencias agrarias,agronomia,14,14,0,371,1,14,0
7772584388294132,a r pires,ciencias sociais aplicadas,direito,51,47,1,412,2,51,1
4982723988716062,a c v haandel,engenharias,engenharia sanitária,259,72,10,0,4,260,7
10199092,g d dial,,,59,1,1,0,3,60,1
6474251573756037,s a juliano,ciencias biologicas,ecologia,27,27,0,0,1,27,0
10279918,j f d silva,,,1,1,0,0,1,1,0
7739202251739546,f d britto,linguistica letras e artes,artes,20,16,1,1691,2,20,1
2539473185665561,h beresford,ciencias da saude,educação física,54,53,1,55,2,54,1
10515638,s torre,,,1,1,0,0,1,1,0
7422951276755637,v s srinivasan,engenharias,engenharia civil,236,43,11,0,3,240,8
2551244866523249,c l r d lima,ciencias agrarias,engenharia agrícola,11,11,0,622,1,11,0
8494016720197334,e p baciuk,ciencias da saude,fisioterapia e terapia ocupacional,10,10,0,142,1,10,0
4269171457216241,s a vidal,ciencias da saude,medicina,22,22,0,157,1,22,0
2522115030733208,w faroni,ciencias sociais aplicadas,administração,11,11,0,0,1,11,0
234920940703210,l c d a barbosa,ciencias exatas e da terra,química,110,52,8,34,2,110,4
5937662509987802,c s ceron,ciencias biologicas,farmacologia,1,1,0,648,1,1,0
6878697355639730,r t junior,ciencias sociais aplicadas,economia,59,19,3,0,3,59,3
6048854569786460,m l dias,ciencias exatas e da terra,química,119,39,6,44,3,122,4
1024260240075344,f c d lima,linguistica letras e artes,artes,20,20,0,161,1,20,0
1675302486214397,m l b pinheiro,ciencias sociais aplicadas,arquitetura e urbanismo,31,31,0,937,1,31,0
10154117,e gracia,,,1,1,0,0,1,1,0
4467359922427457,j m c d d silva,ciencias humanas,sociologia,60,39,3,275,2,60,2
9749575561565039,r c fiorati,ciencias da saude,fisioterapia e terapia ocupacional,4,4,0,275,1,4,0
4485209823374151,j a aravequia,ciencias exatas e da terra,geociências,6,6,0,241,1,6,0
3225091821778047,n j r fagundes,ciencias biologicas,genética,8,8,0,903,1,8,0
4970185830248841,o g d a junior,ciencias humanas,educação,29,17,3,211,2,29,2
1814222047018585,j s d d costa,ciencias da saude,saúde coletiva,57,44,1,433,2,57,1
7041482337877597,t p costa,ciencias sociais aplicadas,direito,58,57,1,2492,2,58,1
3253083752578585,e a t ayrosa,ciencias sociais aplicadas,administração,119,46,7,164,3,120,5
8434128019700380,d floriani,ciencias humanas,sociologia,116,35,7,0,3,116,5
2316737308324362,a d albuquerque,,,70,28,6,626,3,71,3
10412628,m ranchetti,,,17,1,1,0,2,17,1
660554259922935,k m f t lambertz,ciencias da saude,fisioterapia e terapia ocupacional,15,15,0,53,1,15,0
1438381290031148,r a c d santana,ciencias exatas e da terra,química,6,6,0,191,1,6,0
580589259901371,m t d c neto,ciencias agrarias,agronomia,8,8,0,0,1,8,0
5178966570130361,a v azevedo,ciencias sociais aplicadas,direito,379,53,10,0,4,387,6
395378007681283,v d p pillar,ciencias biologicas,ecologia,145,46,6,32,3,150,4
2067046483421511,j f lima,ciencias da saude,medicina,18,11,1,0,2,18,1
10579829,z brener,,,1189,18,13,0,7,1223,8
7103009428184656,j u d l mendes,engenharias,engenharia mecânica,57,36,2,21,2,57,2
5687602185597238,n colossi,ciencias sociais aplicadas,administração,459,151,20,1374,4,460,8
1036046601275319,b baldisserotto,ciencias agrarias,recursos pesqueiros e engenharia de pesca,199,45,10,274,3,203,7
8863795345933478,f s junior,ciencias sociais aplicadas,arquitetura e urbanismo,13,13,0,371,1,13,0
9909220129458123,s l allebrandt,ciencias sociais aplicadas,planejamento urbano e regional,17,15,1,601,2,17,1
3097395499530969,h y higachi,ciencias sociais aplicadas,economia,13,13,0,375,1,13,0
3673672746108015,r a p braga,ciencias biologicas,ecologia,18,18,0,163,1,18,0
10065221,a oliveira,,,1,1,0,0,1,1,0
3832279972927604,a l erdmann,ciencias da saude,enfermagem,1240,94,33,120,5,1255,16
2455979526507877,a misi,ciencias exatas e da terra,geociências,11,11,0,0,1,11,0
7848940916744630,l l assumpcao,ciencias humanas,antropologia,25,11,2,611,2,25,1
208696518341737,e h macedo,ciencias sociais aplicadas,direito,45,33,3,0,2,45,1
1846519270888528,j a d m filho,ciencias exatas e da terra,geociências,13,12,1,92,2,13,1
3913689546568227,m i t cortes,ciencias biologicas,fisiologia,7,7,0,109,1,7,0
4657477950633,a f aguiar,ciencias da saude,educação física,10,10,0,64,1,10,0
8076605314458753,l l dib,ciencias da saude,odontologia,28,28,0,162,1,28,0
10382236,m j m c b d carvalho,,,14,4,1,0,2,14,1
9100012030618652,d b d s anna,ciencias humanas,história,246,65,11,0,4,248,6
1062266413640760,a schwartz,linguistica letras e artes,letras,5,5,0,1072,1,5,0
1660942569443610,j e c filho,ciencias da saude,medicina,214,37,2,277,3,224,2
5729878437772868,s h f d cunha,engenharias,engenharia de energia,1,1,0,184,1,1,0
3383385347035139,f a l d goes,linguistica letras e artes,letras,46,37,4,645,2,46,2
2045007192282761,a c l rodrigues,engenharias,engenharia civil,10,10,0,242,1,10,0
1873338237971936,p montero,ciencias humanas,antropologia,299,43,14,148,3,308,9
644542740426095,g l b hackmann,ciencias humanas,teologia,57,38,5,0,2,57,3
7609813289169146,m g d m navarro,ciencias humanas,história,10,5,1,0,2,10,1
10265883,j slowensky,,,1,1,0,0,1,1,0
2169148979339205,j a f diniz,ciencias humanas,geografia,537,16,8,0,5,544,7
4411441162862608,a h d fonseca,ciencias agrarias,medicina veterinária,145,51,11,138,4,147,5
4202156237073325,m c n coelho,ciencias humanas,geografia,160,14,6,58,5,160,6
10579153,z brzezniak,,,1,1,0,0,1,1,0
10203835,g m d silva,,,69,9,3,0,2,69,3
2087127246109861,j d o gomes,engenharias,engenharia mecânica,106,72,4,89,2,106,3
8587567074814594,t c m d b carvalho,ciencias exatas e da terra,ciência da computação,63,41,5,273,2,63,3
1183524198654764,j c lopes,ciencias agrarias,agronomia,24,24,0,81,1,24,0
4994339816158390,l c fernandes,ciencias biologicas,fisiologia,79,55,8,174,2,80,2
2248342061308865,e g d m neto,ciencias agrarias,medicina veterinária,3,3,0,213,1,3,0
10098565,c fortin,,,1,1,0,0,1,1,0
9965126276828764,c r camargo,ciencias humanas,história,12,7,1,76,2,12,1
425876257968500,j santiago,ciencias humanas,psicologia,38,37,1,0,2,38,1
7371412451335282,a a t d costa,ciencias sociais aplicadas,economia,24,24,0,0,1,24,0
10155164,e ahlberg,,,1,1,0,0,1,1,0
925776607072404,a d giglio,ciencias da saude,medicina,96,36,4,45,2,97,3
9808125440949096,c cardoso,ciencias exatas e da terra,geociências,8,8,0,983,1,8,0
1704285823923729,t a t g d amaral,ciencias biologicas,microbiologia,56,25,5,0,3,56,2
7925575002826365,s koifman,ciencias da saude,saúde coletiva,371,53,14,28,3,378,8
9799176554248899,d rodrigues,engenharias,engenharia de materiais e metalúrgica,8,8,0,164,1,8,0
10087707,c p d costa,,,141,6,3,0,4,141,2
9736718309617379,m s d santos,ciencias humanas,educação,2,2,0,428,1,2,0
5023406065349300,o a maldaner,ciencias exatas e da terra,química,107,45,7,1018,3,107,5
4988980218184440,s a l b alvarez,ciencias sociais aplicadas,direito,1,1,0,1043,1,1,0
8301114224654184,m a m d albuquerque,ciencias humanas,educação,21,21,0,305,1,21,0
6585328267699491,w holzer,ciencias humanas,geografia,35,35,0,326,1,35,0
8559823934799065,r c gomes,linguistica letras e artes,letras,147,55,6,0,3,148,5
7683270647882543,g d o passos,ciencias sociais aplicadas,serviço social,25,24,1,660,2,25,1
5828892619254973,a j g pereira,ciencias agrarias,ciência e tecnologia de alimentos,24,15,2,72,2,24,1
6597845927084787,d m d queiroz,ciencias agrarias,engenharia agrícola,126,34,8,58,3,128,6
10571585,w a navegantes,,,1,1,0,0,1,1,0
5874851791388196,l c d figueiredo,ciencias da saude,odontologia,37,18,1,3,3,37,1
2014910053192461,r v botelho,ciencias agrarias,agronomia,25,22,1,175,2,25,1
6620619427214459,a d s salvador,ciencias sociais aplicadas,serviço social,0,0,0,277,0,0,0
10530199,s r r d costa,,,0,0,0,109,0,0,0
2777374743740592,d m g d oliveira,engenharias,engenharia química,0,0,0,13,0,0,0
4647548311692390,a mezalira,ciencias agrarias,medicina veterinária,0,0,0,137,0,0,0
5015504143988258,a l d r b lapenda,linguistica letras e artes,letras,0,0,0,0,0,0,0
3569273759513414,c a d andrade,ciencias humanas,geografia,0,0,0,105,0,0,0
9315191049584629,f b g l e estanislau,engenharias,engenharia de energia,0,0,0,70,0,0,0
7454721889857580,r d d o brum,ciencias da saude,educação física,0,0,0,232,0,0,0
5848346095489595,c b g vinente,ciencias biologicas,bioquímica,0,0,0,167,0,0,0
6642892526875406,a r veltrone,ciencias humanas,antropologia,0,0,0,110,0,0,0
8986384401504402,m d r sardinha,ciencias humanas,psicologia,0,0,0,271,0,0,0
3807924645050151,r d s campos,ciencias agrarias,agronomia,0,0,0,188,0,0,0
9669578051098104,m a marcelino,ciencias humanas,geografia,0,0,0,128,0,0,0
2949120342529367,f e werkhaizer,ciencias exatas e da terra,física,0,0,0,30,0,0,0
4277910123820240,h w neto,ciencias humanas,sociologia,0,0,0,220,0,0,0
10095407,c r b stefani,,,0,0,0,209,0,0,0
7934625246004062,m a e ferreira,ciencias exatas e da terra,química,0,0,0,13,0,0,0
5106173879814820,a l q cavalcante,ciencias biologicas,biologia geral,0,0,0,76,0,0,0
5182710800072951,l t d tonin,ciencias exatas e da terra,química,0,0,0,287,0,0,0
10566881,w b lenz,,,0,0,0,63,0,0,0
2900012069684669,a c d castro,ciencias humanas,educação,0,0,0,68,0,0,0
10318256,l tomicki,,,0,0,0,29,0,0,0
9362520082281314,l v felix,ciencias exatas e da terra,matemática,0,0,0,325,0,0,0
6382631610799256,i m d r campos,ciencias humanas,educação,0,0,0,12,0,0,0
8392415572926049,w d a lopes,,,0,0,0,0,0,0,0
10412315,m c d sousa,,,0,0,0,10,0,0,0
1521995064049247,r f s rezende,linguistica letras e artes,artes,0,0,0,68,0,0,0
3414692218600396,a d s peres,ciencias sociais aplicadas,administração,0,0,0,5,0,0,0
380535455989585,t d s leite,ciencias humanas,sociologia,2,2,0,370,1,2,0
5579031528573226,a l b d santos,engenharias,engenharia mecânica,0,0,0,238,0,0,0
319829282479374,j a p d oliveira,ciencias da saude,odontologia,0,0,0,371,0,0,0
10412316,m c s d freitas,,,0,0,0,161,0,0,0
8390534326501669,l n cardoso,ciencias da saude,odontologia,0,0,0,556,0,0,0
6740248148545967,f b carvalho,ciencias biologicas,bioquímica,0,0,0,701,0,0,0
6723700488940756,a m v martinez,,,0,0,0,70,0,0,0
2024080076333978,p r vasconcellos,ciencias humanas,educação,0,0,0,160,0,0,0
4258800700795106,a p p melchiori,ciencias exatas e da terra,ciência da computação,0,0,0,692,0,0,0
10142985,e s d souza,,,0,0,0,157,0,0,0
6848572581656456,j d f pondian,linguistica letras e artes,lingüística,0,0,0,744,0,0,0
9769375016008647,w t nascimento,ciencias biologicas,fisiologia,0,0,0,135,0,0,0
1958714882210093,e d a silva,ciencias exatas e da terra,probabilidade e estatística,0,0,0,200,0,0,0
10479765,r t lima,,,0,0,0,150,0,0,0
10119784,d h pinto,,,0,0,0,90,0,0,0
9787391503166474,m f d almeida,ciencias humanas,antropologia,0,0,0,384,0,0,0
3874825244384772,a m r bolzan,ciencias biologicas,zoologia,0,0,0,194,0,0,0
